path,methods,current_authn,current_authz,proposed_guard,sub_batch,notes
src/app/api/financial/plaid/hosted-link/route.ts,POST,validateFromHeaders,"rbac.hasPermission(""financial:link_accounts""); inline JWT-claim role check validation.user.role !== admin/super_admin (lines ~30/48)",withPermission(financial:link_accounts),c,CRITICAL - inline JWT-claim role check: forged/stale admin token bypasses userId-ownership guard. Role must come from profiles.role (DB) not JWT. Promote perm to withPermission; replace inline role compare with DB-sourced check
src/app/api/financial/plaid/income/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""financial:read"");rbac.hasPermission(""financial:write"")",withPermission(financial:read),c,multiple inline perms - GET financial:read POST financial:write; note webhook-signature keyword is incidental string match not real webhook auth
src/app/api/financial/plaid/investments/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/plaid/liabilities/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/plaid/link-token/route.ts,POST,validateFromHeaders,"rbac.hasPermission(""financial:link_accounts"")",withPermission(financial:link_accounts),c,promote inline permission check to withPermission
src/app/api/financial/plaid/webhooks/route.ts,POST,webhook-signature,none,PUBLIC,c,Plaid webhook - signature verification stays as the auth
src/app/api/financial/savings/analyze/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/savings/goal-recommendations/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/savings/goals/[id]/route.ts,DELETE;GET;PATCH,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/savings/recommendations/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/savings/route.ts,GET;POST,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/savings/rules/[id]/route.ts,DELETE;GET;PATCH,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/savings/subscriptions/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/spending/ai-insights/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/spending/analysis/route.ts,GET,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/spending/analyze/route.ts,POST,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/spending/anomalies/route.ts,GET,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/spending/cashflow/route.ts,GET,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/spending/forecast/route.ts,GET;POST,none,none,withAuth,c,unauthenticated - wrap in withAuth
src/app/api/financial/spending/insights/route.ts,GET,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/spending/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/spending/summary/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/spending/trends/route.ts,GET,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/subscriptions/cancellation-info/route.ts,GET,none,none,withAuth,c,unauthenticated - wrap in withAuth
src/app/api/financial/subscriptions/insights/route.ts,GET,withAuth,own-rows,withAuth,g,added 2026-08-17 - built this session
src/app/api/financial/subscriptions/route.ts,GET,withAuth,own-rows,withAuth,g,added 2026-08-17 - built this session
src/app/api/financial/subscriptions/stats/route.ts,GET,withAuth,own-rows,withAuth,g,added 2026-08-17 - built this session
src/app/api/financial/tax/retirement/route.ts,GET;POST,getUser,none,withAuth,c,bare session read - wrap in withAuth
src/app/api/financial/transactions/[id]/route.ts,PATCH,withPermission,own-rows,withPermission,g,"added 2026-08-17 - recategorise one transaction; update filtered by id AND user_id with .select() after, so a non-owned id returns no row and answers 404 rather than a false success"
src/app/api/financial/transactions/categories/route.ts,GET,withPermission,own-rows,withPermission,g,"added 2026-08-17 - distinct categories present on the CALLER's own transactions; category is free text in the schema so there is no canonical vocabulary to serve"
src/app/api/financial/transactions/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/transactions/search/route.ts,GET,withPermission,own-rows,withPermission,g,"added 2026-08-17 - ilike over name/merchant_name scoped by user_id; wildcards in the query are escaped so a query of % is a literal search not a match-all"
src/app/api/gamification/achievements/route.ts,GET;POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/gamification/badges/route.ts,GET;POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/gamification/challenges/route.ts,GET,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/gamification/events/route.ts,POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/gamification/leaderboard/route.ts,GET,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/gamification/progress/route.ts,GET;POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/gamification/quests/route.ts,GET;POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/health/route.ts,GET,none,none,PUBLIC,f,health check - genuinely public
src/app/api/investments/alerts/route.ts,DELETE;GET;POST,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/investments/allocation-analysis/route.ts,GET;POST,none,none,withAuth,e,unauthenticated - wrap in withAuth
src/app/api/investments/analytics/correlation/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/analytics/diversification/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/analytics/performance/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/analytics/rebalance/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/analytics/risk/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/analyze/[symbol]/fundamental/route.ts,GET,none,none,withAuth,e,unauthenticated - wrap in withAuth
src/app/api/investments/analyze/[symbol]/recommendation/route.ts,GET,none,none,withAuth,e,unauthenticated - wrap in withAuth
src/app/api/investments/analyze/[symbol]/route.ts,GET;POST,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/investments/analyze/[symbol]/sentiment/route.ts,GET,none,none,withAuth,e,unauthenticated - wrap in withAuth
src/app/api/investments/analyze/[symbol]/technical/route.ts,GET,none,none,withAuth,e,unauthenticated - wrap in withAuth
src/app/api/investments/comprehensive-analysis/route.ts,GET;POST,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/investments/crypto/[coinId]/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/crypto/[coinId]/sentiment/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/crypto/trending/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/dividends/route.ts,GET,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/investments/historical/[symbol]/route.ts,GET,withAuth,none,withAuth,g,added 2026-08-17 - MARKET DATA: no user-owned rows to scope (see quote/[symbol])
src/app/api/investments/holdings/[id]/route.ts,DELETE;GET;PATCH,validateFromHeaders,inline user.id ownership check,withAuth,e,inline JWT validation + ownership - wrap in withAuth; keep ownership check
src/app/api/investments/holdings/route.ts,GET;POST,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/investments/patterns/route.ts,GET;POST,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/investments/portfolio-analysis/route.ts,GET;POST,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/investments/portfolio/analyze/route.ts,GET;POST,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/investments/portfolio/default/route.ts,GET,withAuth,own-rows,withAuth,g,added 2026-08-17 - built this session; replaced a fabricated portfolio id that cascaded into 4 further 404s
src/app/api/investments/portfolio/performance/route.ts,GET,withAuth,own-rows,withAuth,g,added 2026-08-17 - built this session; replaced generateMockPerformanceData (invented returns/Sharpe/alpha)
src/app/api/investments/portfolio/route.ts,GET,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth; portfolio-service omits user_id filter (FND-030 IDOR) - verify ownership in AUTH-03
src/app/api/investments/quote/[symbol]/route.ts,GET,withAuth,none,withAuth,g,added 2026-08-17 - MARKET DATA: no user-owned rows to scope. authn required to keep the provider quota behind a login; authz none is correct not missing
src/app/api/investments/quotes/route.ts,GET,withAuth,none,withAuth,g,added 2026-08-17 - MARKET DATA batch: no user-owned rows to scope; MAX_SYMBOLS=50 caps provider fan-out
src/app/api/investments/recommendations/route.ts,GET;POST,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/investments/signals/[id]/route.ts,GET;PATCH,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/signals/active/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/signals/generate/route.ts,POST,withAuth,own-rows,withAuth,g,added 2026-08-17 - generates a trading signal for the CALLER (user.id passed to generateSignal); rate-limited to 30/hour separately from the 100/hour read budget because each generation runs an analysis plus an AI pass
src/app/api/investments/signals/performance/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/investments/signals/route.ts,GET;POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/marketplace/products/[id]/route.ts,GET,none,none,PUBLIC,f,public product catalog - read-only browse; genuinely public
src/app/api/marketplace/products/categories/route.ts,GET,none,none,PUBLIC,f,public product categories - read-only; genuinely public
src/app/api/marketplace/products/route.ts,GET;POST,none,none,withAuth,f,GET browse is public but POST mutates - wrap in withAuth; SEC: split or restrict POST
src/app/api/marketplace/products/search/route.ts,GET,none,none,PUBLIC,f,public product search - read-only; genuinely public
src/app/api/marketplace/providers/[id]/route.ts,GET,none,none,PUBLIC,f,public provider directory - read-only; genuinely public
src/app/api/marketplace/providers/route.ts,GET,none,none,PUBLIC,f,public provider directory - read-only; genuinely public
src/app/api/marketplace/providers/search/route.ts,GET,none,none,PUBLIC,f,public provider search - read-only; genuinely public
src/app/api/marketplace/reviews/[id]/helpful/route.ts,POST,none,none,withAuth,f,unauthenticated mutation (helpful vote) - wrap in withAuth
src/app/api/marketplace/reviews/[id]/route.ts,POST,none,none,withAuth,f,unauthenticated mutation - wrap in withAuth
src/app/api/marketplace/reviews/route.ts,GET;POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/marketplace/tradelines/[id]/route.ts,GET,none,none,PUBLIC,f,public tradeline listing - read-only; genuinely public
src/app/api/marketplace/tradelines/route.ts,GET,none,none,PUBLIC,f,public tradeline listing - read-only; genuinely public
src/app/api/ml/predict-success/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""ml:predict"")",withPermission(ml:predict),f,promote inline permission check to withPermission
src/app/api/ml/predict-timeline/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""ml:predict"")",withPermission(ml:predict),f,promote inline permission check to withPermission
src/app/api/monitoring/errors/route.ts,POST,none,none,PUBLIC,f,client error/Sentry DSN ingestion - must accept pre-auth errors; genuinely public
src/app/api/monitoring/events/route.ts,GET,validateFromHeaders,none,withAuth,f,inline JWT validation - wrap in withAuth
src/app/api/monitoring/health/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""admin:analytics"")",withRole(admin),f,admin-only monitoring health - promote to withRole(admin)
src/app/api/monitoring/history/route.ts,DELETE;GET,validateFromHeaders,none,withAuth,f,inline JWT validation - wrap in withAuth
src/app/api/notifications/preferences/route.ts,GET;POST;PUT,none,x-user-id header (untrusted),withAuth,b,unauthenticated - trusts x-user-id header (IDOR FND-041..044) - wrap in withAuth
src/app/api/notifications/push/schedule/route.ts,DELETE;GET;POST,none,userId from body (untrusted),withAuth,b,unauthenticated - accepts userId from body (IDOR FND-041..044) - wrap in withAuth
src/app/api/notifications/push/send/route.ts,POST,none,userId/userIds from body (untrusted),withAuth,b,unauthenticated - accepts userId/userIds from body (IDOR FND-041..044) - wrap in withAuth; SEC: send-to-others may need admin
src/app/api/notifications/push/subscribe/route.ts,DELETE;GET;POST,none,userId from body (untrusted),withAuth,b,unauthenticated - accepts userId from body (IDOR FND-041..044) - wrap in withAuth
src/app/api/notifications/push/vapid-key/route.ts,GET,none,none,PUBLIC,b,returns VAPID public key - needed pre-subscribe; genuinely public
src/app/api/notifications/route.ts,DELETE;GET;PATCH;POST,none,userId from query (untrusted),withAuth,b,unauthenticated - accepts userId from query (IDOR FND-041..044) - wrap in withAuth
src/app/api/onboarding/complete/route.ts,POST,withAuth,own-rows,withAuth,g,added 2026-08-17 - writes the CALLER's own profile only; no id accepted from the body
src/app/api/onboarding/progress/route.ts,GET;POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/payment/billing/plan/route.ts,POST,validateFromHeaders,"rbac.hasPermission(""billing:update"")",withPermission(billing:update),f,promote inline permission check to withPermission
src/app/api/payment/billing/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""billing:read"")",withPermission(billing:read),f,promote inline permission check to withPermission
src/app/api/payment/checkout/route.ts,POST,getUser,none,withAuth,f,bare session read - wrap in withAuth; critical-path payment route
src/app/api/payment/webhook/route.ts,POST,webhook-signature,none,PUBLIC,f,Stripe webhook - signature verification stays as the auth (hookify guard enforced)
src/app/api/performance/route.ts,DELETE;GET,validateFromHeaders,"rbac.hasPermission(""admin:analytics"")",withRole(admin),f,admin-only performance metrics - promote to withRole(admin)
src/app/api/privacy/consent/route.ts,GET|POST,withAuth,own-rows,withAuth,f,GDPR Art.7 consent - added 2026-08-09
src/app/api/privacy/delete/route.ts,POST,withAuth,own-rows,withAuth,f,GDPR Art.17 erasure - added 2026-08-09
src/app/api/privacy/export/route.ts,GET,withAuth,own-rows,withAuth,f,GDPR Art.15/20 export - added 2026-08-09
src/app/api/profile/route.ts,GET;PATCH,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/servicers/analyze/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""servicers:analyze"")",withPermission(servicers:analyze),f,promote inline permission check to withPermission
src/app/api/servicers/detect-errors/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""servicers:detect_errors"")",withPermission(servicers:detect_errors),f,promote inline permission check to withPermission
src/app/api/settings/route.ts,GET;PATCH,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/strategies/recommend/route.ts,GET;POST,none,none,withAuth,d,unauthenticated - wrap in withAuth
src/app/api/student-loans/analyze/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""student_loans:analyze"")",withPermission(student_loans:analyze),f,promote inline permission check to withPermission
src/app/api/student-loans/[id]/route.ts,GET;PATCH;DELETE,withAuth,own-rows,withAuth,f,added 2026-08-17 - one tracked student loan. Every query filtered by BOTH id and user_id (service-role bypasses RLS); 404 covers not-found and not-yours alike. Selects an explicit column list that EXCLUDES account_number (NOT NULL, stored in the clear) and the four *_eligible flags (written by a service that has never contacted NSLDS). PATCH refuses monthlyPayment/repaymentPlan rather than accepting fields no column stores
src/app/api/student-loans/route.ts,GET,none,none,withAuth,f,unauthenticated - accepts userId from query (IDOR) - wrap in withAuth
src/app/api/student-loans/strategy/route.ts,GET;POST,none,none,withAuth,f,unauthenticated - wrap in withAuth
src/app/api/tax/analyze/route.ts,POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/tax/brackets/route.ts,POST,withAuth,none,withAuth,f,added 2026-08-15 - bracket visualisation over TaxBracketCalculator. Stateless arithmetic (no user rows read) but authed: an unauthenticated compute endpoint is a free CPU faucet
src/app/api/tax/calendar/route.ts,GET,withAuth,own-rows,withAuth,f,added 2026-08-15 - estimated-tax deadlines computed from the caller's profile via getQuarterlyPaymentSchedule. No calendar table exists; deadlines are statutory and amounts derive from profile income. Absent profile returns an empty state rather than invented amounts
src/app/api/tax/deductions/[id]/route.ts,PATCH;DELETE,withAuth,own-rows,withAuth,f,added 2026-08-15 - amend/remove one deduction. Update built from an ALLOWLIST so user_id and is_verified cannot be set by the caller; both queries filtered by id AND user_id
src/app/api/tax/deductions/categories/route.ts,GET,withAuth,own-rows,withAuth,f,added 2026-08-15 - fixed category vocabulary with the CALLER'S totals and items
src/app/api/tax/deductions/route.ts,GET;POST,withAuth,own-rows,withAuth,f,added 2026-08-15 - list/create itemised deductions. INSERT sets user_id from the SESSION and forces is_verified=false; a user_id in the body is never read
src/app/api/tax/deductions/summary/route.ts,GET,withAuth,own-rows,withAuth,f,added 2026-08-15 - itemise-vs-standard recommendation. Threshold read from the profile's filing status; a read failure errors rather than recommending from missing data
src/app/api/tax/documents/[id]/route.ts,GET;DELETE,withAuth,own-rows,withAuth,f,added 2026-08-15 - read/delete one tax document (W-2/1099 + extracted contents). Service-role queries filtered by BOTH id and user_id; 404 rather than 403 for another user's row
src/app/api/tax/documents/[id]/verify/route.ts,POST,withAuth,own-rows,withAuth,f,added 2026-08-15 - confirms an extraction. verified_by is stamped from the SESSION, never the body, so the audit trail cannot name a different verifier
src/app/api/tax/documents/checklist/route.ts,GET,withAuth,own-rows,withAuth,f,added 2026-08-15 - which tax forms the caller still needs. REQUIRED is derived from their own profile income, not a fixed list; uploads looked up by user_id + tax_year. A read failure errors rather than rendering as 'you have uploaded nothing'
src/app/api/tax/documents/route.ts,DELETE;GET,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/tax/documents/upload/route.ts,POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/tax/recommendations/[id]/complete/route.ts,POST,withAuth,own-rows,withAuth,f,added 2026-08-15 - marks the caller's own recommendation complete. Service-role UPDATE filtered by BOTH id and user_id; 404 (not 403) when the row belongs to someone else so uuid probing cannot confirm existence
src/app/api/tax/recommendations/[id]/dismiss/route.ts,POST,withAuth,own-rows,withAuth,f,added 2026-08-17 - hides the caller's own recommendation without marking it done. Sibling of /complete; sets status "dismissed" not "completed" so the optimizer is not told the user acted on advice they rejected. Service-role UPDATE filtered by BOTH id and user_id; 404 (not 403) for another user's row
src/app/api/tax/recommendations/route.ts,GET,withAuth,own-rows,withAuth,f,added 2026-08-15 - TaxOptimizationEngine recommendations for the caller's stored profile. Profile loaded by user.id only; a userId query param is never read. Absent profile returns an explicit empty state, never advice computed from defaults
src/app/api/tax/scenarios/calculate/route.ts,POST,withAuth,own-rows,withAuth,f,added 2026-08-15 - what-if calculator over the caller's own tax profile. Profile loaded by user.id; a userId in the body is never read. Scenario applied to a COPY and never persisted. 409 when no profile exists rather than computing from a default income
src/app/api/tax/scenarios/compare/route.ts,POST,withAuth,own-rows,withAuth,f,added 2026-08-15 - ranks what-if scenarios by total tax against the caller's own profile. Capped at 20 per request since each is a full computation. All scenarios validated before any is computed
src/app/api/test-db/route.ts,GET,getUser,none,withAuth,f,diagnostic DB-test route - SECURITY: should be removed before launch; gate with withRole(admin) at minimum
src/app/api/trading/agents/route.ts,GET;POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/backtest/route.ts,GET;POST,withAuth,none,withAuth,e,already wrapped with withAuth - no change
src/app/api/trading/compliance/route.ts,GET;POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/ise/rankings/route.ts,POST,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/trading/ise/route.ts,GET;POST,validateFromHeaders,none,withAuth,e,inline JWT validation - wrap in withAuth
src/app/api/trading/journal/[id]/close/route.ts,POST,getUser,inline user.id ownership check,withAuth,e,bare session read + ownership - wrap in withAuth; keep ownership check
src/app/api/trading/journal/[id]/route.ts,DELETE;GET;PUT,getUser,inline user.id ownership check,withAuth,e,bare session read + ownership - wrap in withAuth; keep ownership check
src/app/api/trading/journal/route.ts,GET;POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/journal/stats/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/modes/circuit-breakers/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/modes/downgrade/route.ts,POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/modes/graduate/route.ts,POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/modes/permissions/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/modes/progress/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/modes/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/orders/route.ts,DELETE;GET;POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/paper/orders/route.ts,DELETE;GET;POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/paper/performance/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/paper/positions/close/route.ts,POST,withAuth,own-rows,withAuth,f,added 2026-08-17 - flattens one of the caller's own paper positions. Account resolved from the authenticated user; engine.closePosition filters on account_id so another user's positionId finds nothing. 404 covers not-yours/no-such/already-flat alike so uuids cannot be probed. Sells through the ordinary order pipeline, so realized P&L is the engine's not the route's
src/app/api/trading/paper/positions/route.ts,GET,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/paper/reset/route.ts,POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/paper/route.ts,GET;POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/positions/route.ts,GET;POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/risk/route.ts,GET;POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/signals/route.ts,GET;POST,getUser,none,withAuth,e,bare session read - wrap in withAuth
src/app/api/trading/strategies/[id]/route.ts,DELETE;GET;PUT,withAuth,inline user.id ownership check,withAuth,e,already wrapped with withAuth - no change; ownership check retained
src/app/api/trading/strategies/route.ts,GET;POST,withAuth,none,withAuth,e,already wrapped with withAuth - no change
src/app/api/user/analytics/route.ts,GET,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/voice/synthesize/route.ts,GET;POST,none,none,withAuth,f,unauthenticated - wrap in withAuth
src/app/api/ws/market-data/route.ts,GET;POST,none,none,withAuth,e,unauthenticated WS upgrade endpoint - wrap in withAuth; SEC: verify auth on socket upgrade
